Jenis_PLT,RMSE,MAE,MAPE
PLT Hybrid,0.03856055045135383,0.030610819949941637,13.4596442776889
PLTS,0.23264347112958864,0.1825924517824529,18.3821573065008
PLTS Atap,0.27094200005111757,0.22833994736893212,24.760049340349298
PLTM,3.8622494540101986,3.5831618766324866,12.136025330538446
PLTMH,4.172153308976661,3.521106446937052,21.094418330980115
PLTA,8.03631089916672,6.804129668575032,20.940708021988538
PLTB,15.37486785670585,11.69039085140137,19.19934368241947
