Jenis_PLT,RMSE,MAE,MAPE,Metode
PLT Hybrid,0.029163593212620482,0.024662966560600925,11.322603084146515,Direct Training
PLTS,0.12580485402827526,0.10379063758066052,12.133144995621453,Transfer Learning
PLTS Atap,0.2917947490522857,0.2463536233765208,27.004380144900946,Direct Training
PLTMH,2.0530727795275614,1.8514699316418461,11.277297430845094,Transfer Learning
PLTA,3.2773217338334777,2.51038807200236,8.695805162804653,Transfer Learning
PLTM,3.518389551630758,2.916903291938478,11.160290206464197,Transfer Learning
PLTB,13.045680990954162,11.032003578798829,23.019811108880052,Transfer Learning
