Jenis_PLT,RMSE,MAE,MAPE,Metode
PLT Hybrid,0.028960718123512273,0.02446906892585628,11.261596901531817,Direct Training
PLTS,0.12325544853787462,0.10426266710102845,12.172584069401287,Transfer Learning
PLTS Atap,0.2826566964565806,0.2405189644358877,26.38235334855907,Direct Training
PLTMH,2.062652176932502,1.8676419307971195,11.523494185182786,Transfer Learning
PLTA,3.4259277350037074,2.679333225556641,9.23148245789789,Transfer Learning
PLTM,3.5752037444878457,2.7985694754101567,10.985482669798897,Transfer Learning
PLTB,12.019027719836924,10.60574422007487,21.144388460680037,Transfer Learning
