Jenis_PLT,RMSE,MAE,MAPE,Metode
PLT Hybrid,0.029269091819720604,0.024958063834262856,11.549715796989984,Direct Training
PLTS,0.11951812576751945,0.10168669792821759,11.699054819798738,Transfer Learning
PLTS Atap,0.2663029716982815,0.22260913958771264,24.03838474137436,Direct Training
PLTMH,2.0527532015603733,1.8700387653108728,11.500138940414113,Transfer Learning
PLTA,3.4941466050419483,2.804901073663737,9.40781043225916,Transfer Learning
PLTM,3.628901783247223,2.80676753832479,11.067426260155147,Transfer Learning
PLTB,13.547460020356821,11.637942024253745,24.639506817895786,Transfer Learning
