Jenis_PLT,RMSE,MAE,MAPE,Metode
PLT Hybrid,0.04045339806540534,0.03007754920485814,12.789422391989834,Direct Training
PLTS,0.12072084180565588,0.10243568989446515,11.837170544650126,Transfer Learning
PLTS Atap,0.40602813280231664,0.3575847151907781,33.125219848815384,Direct Training
PLTMH,2.1251612818166006,1.9612924433148198,11.963642182191197,Transfer Learning
PLTA,3.488893297320058,2.817645341445312,9.421799339819662,Transfer Learning
PLTM,3.6097116001265332,2.79265506579061,10.999265391205487,Transfer Learning
PLTB,13.572528078468407,11.665092814150391,24.706394928825322,Transfer Learning
