Jenis_PLT,RMSE,MAE,MAPE
PLT Hybrid,0.02934962267044769,0.023812539795110065,10.700641009454746
PLTS,0.22570885193377516,0.17548100671313985,17.57688640341087
PLTS Atap,0.27227944555447814,0.22951123824341332,24.90149048012685
PLTMH,4.134718102686596,3.4813639771494542,20.913270334890736
PLTM,7.700048086281566,6.6972419497863775,22.24012391654182
PLTA,8.127259822868917,6.887648491562906,21.200650697124214
PLTB,16.55897425086946,12.511236727813317,20.286122017933558
