Jenis_PLT,RMSE,MAE,MAPE,Metode
Solar,0.4056376457684781,0.34442455269495653,18.624781717419527,Transfer Learning
Wind,22.36230241154464,19.010032446289063,35.508808047739365,Transfer Learning
Hydro,109.00159955416414,80.7202991007487,21.595828827496174,Transfer Learning
