Jenis_PLT,RMSE,MAE,MAPE,Metode
Solar,0.40866413281724245,0.34686572052637743,18.760984496520354,Transfer Learning
Wind,22.37256446387672,19.019861331685387,35.52632273358634,Transfer Learning
Hydro,109.00158492762748,80.71492292073567,21.57977472527308,Transfer Learning
