Jenis_PLT,RMSE,MAE,MAPE
Solar,0.389724966177982,0.30681791167259226,14.049075845322582
Wind,13.900727550422678,10.251068428548175,15.97029964290673
Hydro,206.78275251224113,160.06417410481774,35.8755429197044
