Jenis_PLT,Model_Terbaik,RMSE_Validasi_Terbaik,RMSE_Test_2025_Konfirmasi
Solar,Baseline,0.4857759636810258,0.389724966177982
Wind,Baseline,6.556287009463131,13.900727550422678
Hydro,Baseline,63.22100537321274,206.78275251224113
