Jenis_PLT,Metode_Terpilih,RMSE_Test_2025_Konfirmasi,MAE_Test_2025_Konfirmasi,MAPE_Test_2025_Konfirmasi
Solar,Baseline,0.389724966177982,0.30681791167259226,14.049075845322582
Wind,Baseline,13.900727550422678,10.251068428548175,15.97029964290673
Hydro,Baseline,206.78275251224113,160.06417410481774,35.8755429197044
