Model,Average_RMSE,Average_MAE,Average_MAPE
Baseline,0.07565055466926841,0.06678284214944918,23.48053703809719
Iterasi1,0.0975687623651453,0.08382999434910161,29.687560516195447
FineTuning,0.09799933213333938,0.08389485413672469,29.732585438118797
Iterasi3,0.09811970892469654,0.08423856928787571,29.798527065863105
Iterasi2,0.118826391876852,0.10503509179950574,31.257403448660945
