Jenis_PLT,Metode_Terpilih,RMSE_Test_2025_Konfirmasi,MAE_Test_2025_Konfirmasi,MAPE_Test_2025_Konfirmasi
PLTS,Iterasi3,0.11906883994824001,0.09541171074603398,10.471035920314451
PLTS Atap,Iterasi2,0.18298314238594737,0.14200913356337075,11.992142590617293
PLTB,Baseline,11.86255339805263,8.26716151622732,13.023418454986011
PLTM,Baseline,14.997841561895282,11.079220282858705,30.047527560932284
PLTA,Baseline,178.126120390318,132.92336795635188,31.591873239399366
