Jenis_PLT,RMSE,MAE,MAPE
PLT Hybrid,0.033365616465009545,0.02682285147120031,10.78458089468109
PLTS,0.1767170228747689,0.1484255283509522,13.797621838295107
PLTS Atap,0.19963576531339733,0.16784454156456508,13.894473745866879
PLTMH,2.023611510933024,1.4825163569307451,12.03252321914109
PLTM,2.8780317267281856,2.6885133083146155,10.481380820309761
PLTA,3.6724518775167714,3.2097974627555335,11.490254996246346
PLTB,14.315370416635602,12.542704141005858,22.07932610348604
