Tanggal,Produksi,Kapasitas,Cuaca,Jenis
2018-12-01,15.0699,143.51,2.27,PLTB
2019-01-01,38.7926,154.31,2.35,PLTB
2019-02-01,27.8977,154.31,1.69,PLTB
2019-03-01,32.3547,154.31,1.96,PLTB
2019-04-01,32.0246,154.31,1.94,PLTB
2019-05-01,34.6658,154.31,2.1,PLTB
2019-06-01,46.221,154.31,2.8,PLTB
2019-07-01,53.1542,154.31,3.22,PLTB
2019-08-01,57.116,154.31,3.46,PLTB
2019-09-01,56.7858,154.31,3.44,PLTB
2019-10-01,48.6971,154.31,2.95,PLTB
2019-11-01,31.6944,154.31,1.92,PLTB
2019-12-01,24.5962,154.31,1.49,PLTB
2020-01-01,38.4532,154.31,2.24,PLTB
2020-02-01,31.9299,154.31,1.86,PLTB
2020-03-01,26.0932,154.31,1.52,PLTB
2020-04-01,25.5782,154.31,1.49,PLTB
2020-05-01,35.8782,154.31,2.09,PLTB
2020-06-01,48.0665,154.31,2.8,PLTB
2020-07-01,54.2465,154.31,3.16,PLTB
2020-08-01,51.4998,154.31,3.0,PLTB
2020-09-01,49.7832,154.31,2.9,PLTB
2020-10-01,38.4532,154.31,2.24,PLTB
2020-11-01,32.7882,154.31,1.91,PLTB
2020-12-01,42.2299,154.31,2.46,PLTB
2021-01-01,39.8446,154.31,2.47,PLTB
2021-02-01,44.684,154.31,2.77,PLTB
2021-03-01,30.9723,154.31,1.92,PLTB
2021-04-01,31.7789,154.31,1.97,PLTB
2021-05-01,38.5541,154.31,2.39,PLTB
2021-06-01,35.1665,154.31,2.18,PLTB
2021-07-01,38.3928,154.31,2.38,PLTB
2021-08-01,47.5877,154.31,2.95,PLTB
2021-09-01,40.9738,154.31,2.54,PLTB
2021-10-01,26.1329,154.31,1.62,PLTB
2021-11-01,25.0037,154.31,1.55,PLTB
2021-12-01,37.9088,154.31,2.35,PLTB
2022-01-01,37.0498,154.31,2.53,PLTB
2022-02-01,33.0958,154.31,2.26,PLTB
2022-03-01,24.7487,154.31,1.69,PLTB
2022-04-01,21.3805,154.31,1.46,PLTB
2022-05-01,24.6022,154.31,1.68,PLTB
2022-06-01,27.3846,154.31,1.87,PLTB
2022-07-01,36.9033,154.31,2.52,PLTB
2022-08-01,39.1,154.31,2.67,PLTB
2022-09-01,31.6314,154.31,2.16,PLTB
2022-10-01,22.9914,154.31,1.57,PLTB
2022-11-01,23.1378,154.31,1.58,PLTB
2022-12-01,33.9745,154.31,2.32,PLTB
2023-01-01,43.0256,152.3,2.62,PLTB
2023-02-01,45.3247,152.3,2.76,PLTB
2023-03-01,30.5449,152.3,1.86,PLTB
2023-04-01,29.888,152.3,1.82,PLTB
2023-05-01,35.1431,152.3,2.14,PLTB
2023-06-01,37.4421,152.3,2.28,PLTB
2023-07-01,42.5329,152.3,2.59,PLTB
2023-08-01,55.5063,152.3,3.38,PLTB
2023-09-01,57.3127,152.3,3.49,PLTB
2023-10-01,49.5944,152.3,3.02,PLTB
2023-11-01,26.7678,152.3,1.63,PLTB
2023-12-01,27.9174,152.3,1.7,PLTB
2013-01-01,47.6364,106.74,14.05,PLTM
2013-02-01,40.3638,106.74,9.76,PLTM
2013-03-01,35.7245,106.74,7.8,PLTM
2013-04-01,30.1189,106.74,9.09,PLTM
2013-05-01,29.7572,106.74,9.44,PLTM
2013-06-01,28.2993,106.74,6.51,PLTM
2013-07-01,28.8192,106.74,9.55,PLTM
2013-08-01,21.6313,106.74,3.08,PLTM
2013-09-01,17.3593,106.74,2.73,PLTM
2013-10-01,12.4996,106.74,5.25,PLTM
2013-11-01,21.3149,106.74,10.88,PLTM
2013-12-01,36.1653,106.74,15.87,PLTM
2014-01-01,72.7772,170.33,11.22,PLTM
2014-02-01,57.7288,170.33,6.58,PLTM
2014-03-01,52.3884,170.33,6.43,PLTM
2014-04-01,46.8966,170.33,8.68,PLTM
2014-05-01,48.1506,170.33,7.16,PLTM
2014-06-01,47.783,170.33,6.26,PLTM
2014-07-01,36.54,170.33,3.48,PLTM
2014-08-01,27.7617,170.33,3.1,PLTM
2014-09-01,15.3511,170.33,0.52,PLTM
2014-10-01,12.6485,170.33,2.23,PLTM
2014-11-01,24.0861,170.33,8.39,PLTM
2014-12-01,51.7397,170.33,13.31,PLTM
2015-01-01,98.4391,238.86,9.41,PLTM
2015-02-01,90.541,238.86,7.9,PLTM
2015-03-01,80.5855,238.86,5.8,PLTM
2015-04-01,79.5045,238.86,9.1,PLTM
2015-05-01,67.3696,238.86,4.42,PLTM
2015-06-01,58.2684,238.86,3.19,PLTM
2015-07-01,30.8603,238.86,1.24,PLTM
2015-08-01,18.9695,238.86,1.01,PLTM
2015-09-01,9.2058,238.86,0.39,PLTM
2015-10-01,9.4499,238.86,1.31,PLTM
2015-11-01,19.2833,238.86,3.83,PLTM
2015-12-01,55.9321,238.86,10.9,PLTM
2016-01-01,78.9964,307.27,7.21,PLTM
2016-02-01,104.1416,307.27,11.8,PLTM
2016-03-01,97.8051,307.27,7.77,PLTM
2016-04-01,97.5859,307.27,7.15,PLTM
2016-05-01,84.1825,307.27,8.13,PLTM
2016-06-01,77.1703,307.27,5.85,PLTM
2016-07-01,71.3634,307.27,5.56,PLTM
2016-08-01,50.8747,307.27,2.52,PLTM
2016-09-01,51.6417,307.27,6.06,PLTM
2016-10-01,73.7373,307.27,11.61,PLTM
2016-11-01,104.6346,307.27,10.98,PLTM
2016-12-01,123.4433,307.27,11.21,PLTM
2017-01-01,166.6395,344.31,12.89,PLTM
2017-02-01,139.3618,344.31,8.67,PLTM
2017-03-01,122.4694,344.31,6.86,PLTM
2017-04-01,102.1297,344.31,8.17,PLTM
2017-05-01,89.5035,344.31,5.74,PLTM
2017-06-01,80.2817,344.31,4.72,PLTM
2017-07-01,62.8722,344.31,4.13,PLTM
2017-08-01,50.2892,344.31,2.82,PLTM
2017-09-01,42.1447,344.31,2.83,PLTM
2017-10-01,49.9013,344.31,5.93,PLTM
2017-11-01,89.0295,344.31,11.9,PLTM
2017-12-01,133.2426,344.31,13.09,PLTM
2018-01-01,165.1307,372.56,8.34,PLTM
2018-02-01,170.5757,372.56,8.89,PLTM
2018-03-01,177.4726,372.56,9.66,PLTM
2018-04-01,164.6027,372.56,6.39,PLTM
2018-05-01,144.4729,372.56,5.84,PLTM
2018-06-01,123.3531,372.56,6.46,PLTM
2018-07-01,87.4493,372.56,0.95,PLTM
2018-08-01,54.5156,372.56,0.85,PLTM
2018-09-01,27.1258,372.56,2.31,PLTM
2018-10-01,45.4737,372.56,3.73,PLTM
2018-11-01,93.7853,372.56,8.17,PLTM
2018-12-01,141.0409,372.56,9.47,PLTM
2019-01-01,255.3738,417.51,12.12,PLTM
2019-02-01,217.3416,417.51,8.51,PLTM
2019-03-01,198.7645,417.51,7.67,PLTM
2019-04-01,189.634,417.51,10.82,PLTM
2019-05-01,165.1221,417.51,5.02,PLTM
2019-06-01,137.0984,417.51,3.68,PLTM
2019-07-01,71.0074,417.51,1.41,PLTM
2019-08-01,41.1576,417.51,0.77,PLTM
2019-09-01,19.455,417.51,0.59,PLTM
2019-10-01,25.2143,417.51,2.23,PLTM
2019-11-01,44.2479,417.51,3.48,PLTM
2019-12-01,111.4627,417.51,10.16,PLTM
2020-01-01,187.0076,482.21,8.94,PLTM
2020-02-01,178.6403,482.21,8.14,PLTM
2020-03-01,177.7339,482.21,8.41,PLTM
2020-04-01,172.6438,482.21,8.21,PLTM
2020-05-01,173.4805,482.21,8.26,PLTM
2020-06-01,152.0047,482.21,5.33,PLTM
2020-07-01,136.5253,482.21,5.99,PLTM
2020-08-01,94.968,482.21,2.3,PLTM
2020-09-01,98.8728,482.21,5.89,PLTM
2020-10-01,113.2365,482.21,8.05,PLTM
2020-11-01,192.6554,482.21,13.69,PLTM
2020-12-01,235.7467,482.21,12.07,PLTM
2021-01-01,262.4312,613.08,9.98,PLTM
2021-02-01,226.669,613.08,7.26,PLTM
2021-03-01,246.4785,613.08,10.88,PLTM
2021-04-01,215.9754,613.08,6.5,PLTM
2021-05-01,199.1462,613.08,5.34,PLTM
2021-06-01,151.6386,613.08,5.46,PLTM
2021-07-01,129.7255,613.08,4.0,PLTM
2021-08-01,132.5304,613.08,5.66,PLTM
2021-09-01,139.2796,613.08,6.23,PLTM
2021-10-01,154.7941,613.08,5.77,PLTM
2021-11-01,200.3733,613.08,10.86,PLTM
2021-12-01,223.4259,613.08,8.86,PLTM
2022-01-01,274.8315,700.35,8.64,PLTM
2022-02-01,227.5948,700.35,5.67,PLTM
2022-03-01,229.3443,700.35,7.32,PLTM
2022-04-01,214.7121,700.35,7.26,PLTM
2022-05-01,228.9202,700.35,7.01,PLTM
2022-06-01,248.96,700.35,9.21,PLTM
2022-07-01,229.2383,700.35,5.4,PLTM
2022-08-01,207.0779,700.35,4.92,PLTM
2022-09-01,180.5702,700.35,6.71,PLTM
2022-10-01,221.7101,700.35,9.28,PLTM
2022-11-01,275.0436,700.35,9.95,PLTM
2022-12-01,305.7925,700.35,9.61,PLTM
2023-01-01,546.5788,959.57,9.98,PLTM
2023-02-01,525.2195,959.57,9.2,PLTM
2023-03-01,469.3567,959.57,6.53,PLTM
2023-04-01,391.0393,959.57,5.69,PLTM
2023-05-01,310.5312,959.57,4.79,PLTM
2023-06-01,276.9405,959.57,4.69,PLTM
2023-07-01,248.2789,959.57,4.12,PLTM
2023-08-01,179.6371,959.57,1.03,PLTM
2023-09-01,110.4476,959.57,0.9,PLTM
2023-10-01,73.936,959.57,2.12,PLTM
2023-11-01,188.0348,959.57,7.28,PLTM
2023-12-01,271.6464,959.57,5.48,PLTM
2013-01-01,0.3922,9.02,4.1976,PLTS
2013-02-01,0.4503,9.02,4.819,PLTS
2013-03-01,0.488,9.02,5.2231,PLTS
2013-04-01,0.434,9.02,4.645,PLTS
2013-05-01,0.4089,9.02,4.3766,PLTS
2013-06-01,0.3999,9.02,4.2797,PLTS
2013-07-01,0.3849,9.02,4.1198,PLTS
2013-08-01,0.541,9.02,5.79,PLTS
2013-09-01,0.5594,9.02,5.9866,PLTS
2013-10-01,0.5411,9.02,5.7912,PLTS
2013-11-01,0.4799,9.02,5.1362,PLTS
2013-12-01,0.4204,9.02,4.4998,PLTS
2014-01-01,0.4339,9.02,3.7217,PLTS
2014-02-01,0.4435,9.02,3.8042,PLTS
2014-03-01,0.5585,9.02,4.7904,PLTS
2014-04-01,0.6021,9.02,5.1641,PLTS
2014-05-01,0.565,9.02,4.8458,PLTS
2014-06-01,0.4942,9.02,4.2384,PLTS
2014-07-01,0.5161,9.02,4.4268,PLTS
2014-08-01,0.6433,9.02,5.5176,PLTS
2014-09-01,0.7411,9.02,6.3569,PLTS
2014-10-01,0.6695,9.02,5.7425,PLTS
2014-11-01,0.6021,9.02,5.1646,PLTS
2014-12-01,0.5406,9.02,4.637,PLTS
2015-01-01,0.3913,36.94,4.589,PLTS
2015-02-01,0.3817,36.94,4.4755,PLTS
2015-03-01,0.4206,36.94,4.9327,PLTS
2015-04-01,0.3949,36.94,4.6303,PLTS
2015-05-01,0.4361,36.94,5.1134,PLTS
2015-06-01,0.4307,36.94,5.0506,PLTS
2015-07-01,0.4519,36.94,5.299,PLTS
2015-08-01,0.4889,36.94,5.7334,PLTS
2015-09-01,0.5186,36.94,6.0814,PLTS
2015-10-01,0.4933,36.94,5.7842,PLTS
2015-11-01,0.4539,36.94,5.3232,PLTS
2015-12-01,0.4181,36.94,4.9034,PLTS
2016-01-01,1.8525,46.7,4.9762,PLTS
2016-02-01,1.5485,46.7,4.1594,PLTS
2016-03-01,1.8088,46.7,4.8586,PLTS
2016-04-01,1.8187,46.7,4.8854,PLTS
2016-05-01,1.6505,46.7,4.4335,PLTS
2016-06-01,1.5964,46.7,4.2881,PLTS
2016-07-01,1.8043,46.7,4.8466,PLTS
2016-08-01,1.8298,46.7,4.9152,PLTS
2016-09-01,1.8658,46.7,5.0117,PLTS
2016-10-01,1.6993,46.7,4.5646,PLTS
2016-11-01,1.7672,46.7,4.747,PLTS
2016-12-01,1.8482,46.7,4.9646,PLTS
2017-01-01,2.4091,54.48,4.8626,PLTS
2017-02-01,2.059,54.48,4.1561,PLTS
2017-03-01,2.4499,54.48,4.945,PLTS
2017-04-01,2.4069,54.48,4.8583,PLTS
2017-05-01,2.3555,54.48,4.7544,PLTS
2017-06-01,2.1256,54.48,4.2905,PLTS
2017-07-01,2.3519,54.48,4.7472,PLTS
2017-08-01,2.7483,54.48,5.5474,PLTS
2017-09-01,2.8085,54.48,5.6688,PLTS
2017-10-01,2.6637,54.48,5.3765,PLTS
2017-11-01,2.3466,54.48,4.7366,PLTS
2017-12-01,2.325,54.48,4.693,PLTS
2018-01-01,5.4901,52.61,4.4693,PLTS
2018-02-01,5.4671,52.61,4.4506,PLTS
2018-03-01,6.1322,52.61,4.992,PLTS
2018-04-01,6.3329,52.61,5.1554,PLTS
2018-05-01,6.2381,52.61,5.0782,PLTS
2018-06-01,5.8041,52.61,4.7249,PLTS
2018-07-01,6.5826,52.61,5.3587,PLTS
2018-08-01,6.6614,52.61,5.4228,PLTS
2018-09-01,7.2548,52.61,5.9059,PLTS
2018-10-01,7.1213,52.61,5.7972,PLTS
2018-11-01,6.1248,52.61,4.986,PLTS
2018-12-01,6.0606,52.61,4.9337,PLTS
2019-01-01,6.9206,134.91,4.5026,PLTS
2019-02-01,8.0978,134.91,5.2685,PLTS
2019-03-01,7.3239,134.91,4.765,PLTS
2019-04-01,7.533,134.91,4.901,PLTS
2019-05-01,7.9329,134.91,5.1612,PLTS
2019-06-01,7.8451,134.91,5.1041,PLTS
2019-07-01,8.1774,134.91,5.3203,PLTS
2019-08-01,8.7139,134.91,5.6693,PLTS
2019-09-01,9.5312,134.91,6.2011,PLTS
2019-10-01,9.5903,134.91,6.2395,PLTS
2019-11-01,8.9758,134.91,5.8397,PLTS
2019-12-01,7.6381,134.91,4.9694,PLTS
2020-01-01,11.2443,136.39,4.3728,PLTS
