Tanggal,Produksi,Kapasitas,Cuaca,Jenis
2021-08-01,1434.0194,6601.75,5.66,Hydro
2021-09-01,1507.0481,6601.75,6.23,Hydro
2021-10-01,1674.9194,6601.75,5.77,Hydro
2021-11-01,2168.1007,6601.75,10.86,Hydro
2021-12-01,2417.5366,6601.75,8.86,Hydro
2022-01-01,2637.8569,6689.02,8.64,Hydro
2022-02-01,2184.4752,6689.02,5.67,Hydro
2022-03-01,2201.2671,6689.02,7.32,Hydro
2022-04-01,2060.8257,6689.02,7.26,Hydro
2022-05-01,2197.1964,6689.02,7.01,Hydro
2022-06-01,2389.5401,6689.02,9.21,Hydro
2022-07-01,2200.2494,6689.02,5.4,Hydro
2022-08-01,1987.5519,6689.02,4.92,Hydro
2022-09-01,1733.1289,6689.02,6.71,Hydro
2022-10-01,2127.9933,6689.02,9.28,Hydro
2022-11-01,2639.8922,6689.02,9.95,Hydro
2022-12-01,2935.0228,6689.02,9.61,Hydro
2023-01-01,3742.1195,6569.64,9.98,Hydro
2023-02-01,3595.8844,6569.64,9.2,Hydro
2023-03-01,3213.4233,6569.64,6.53,Hydro
2023-04-01,2677.2278,6569.64,5.69,Hydro
2023-05-01,2126.0339,6569.64,4.79,Hydro
2023-06-01,1896.0572,6569.64,4.69,Hydro
2023-07-01,1699.8272,6569.64,4.12,Hydro
2023-08-01,1229.875,6569.64,1.03,Hydro
2023-09-01,756.1731,6569.64,0.9,Hydro
2023-10-01,506.1985,6569.64,2.12,Hydro
2023-11-01,1287.3691,6569.64,7.28,Hydro
2023-12-01,1859.8109,6569.64,5.48,Hydro
2013-01-01,0.3922,9.02,4.1976,Solar
2013-02-01,0.4503,9.02,4.819,Solar
2013-03-01,0.488,9.02,5.2231,Solar
2013-04-01,0.434,9.02,4.645,Solar
2013-05-01,0.4089,9.02,4.3766,Solar
2013-06-01,0.3999,9.02,4.2797,Solar
2013-07-01,0.3849,9.02,4.1198,Solar
2013-08-01,0.541,9.02,5.79,Solar
2013-09-01,0.5594,9.02,5.9866,Solar
2013-10-01,0.5411,9.02,5.7912,Solar
2013-11-01,0.4799,9.02,5.1362,Solar
2013-12-01,0.4204,9.02,4.4998,Solar
2014-01-01,0.4339,9.02,3.7217,Solar
2014-02-01,0.4435,9.02,3.8042,Solar
2014-03-01,0.5585,9.02,4.7904,Solar
2014-04-01,0.6021,9.02,5.1641,Solar
2014-05-01,0.565,9.02,4.8458,Solar
2014-06-01,0.4942,9.02,4.2384,Solar
2014-07-01,0.5161,9.02,4.4268,Solar
2014-08-01,0.6433,9.02,5.5176,Solar
2014-09-01,0.7411,9.02,6.3569,Solar
2014-10-01,0.6695,9.02,5.7425,Solar
2014-11-01,0.6021,9.02,5.1646,Solar
2014-12-01,0.5406,9.02,4.637,Solar
2015-01-01,0.3913,36.94,4.589,Solar
2015-02-01,0.3817,36.94,4.4755,Solar
2015-03-01,0.4206,36.94,4.9327,Solar
2015-04-01,0.3949,36.94,4.6303,Solar
2015-05-01,0.4361,36.94,5.1134,Solar
2015-06-01,0.4307,36.94,5.0506,Solar
2015-07-01,0.4519,36.94,5.299,Solar
2015-08-01,0.4889,36.94,5.7334,Solar
2015-09-01,0.5186,36.94,6.0814,Solar
2015-10-01,0.4933,36.94,5.7842,Solar
2015-11-01,0.4539,36.94,5.3232,Solar
2015-12-01,0.4181,36.94,4.9034,Solar
2016-01-01,1.8525,46.7,4.9762,Solar
2016-02-01,1.5485,46.7,4.1594,Solar
2016-03-01,1.8088,46.7,4.8586,Solar
2016-04-01,1.8187,46.7,4.8854,Solar
2016-05-01,1.6505,46.7,4.4335,Solar
2016-06-01,1.5964,46.7,4.2881,Solar
2016-07-01,1.8043,46.7,4.8466,Solar
2016-08-01,1.8298,46.7,4.9152,Solar
2016-09-01,1.8658,46.7,5.0117,Solar
2016-10-01,1.6993,46.7,4.5646,Solar
2016-11-01,1.7672,46.7,4.747,Solar
2016-12-01,1.8482,46.7,4.9646,Solar
2017-01-01,2.4091,54.48,4.8626,Solar
2017-02-01,2.059,54.48,4.1561,Solar
2017-03-01,2.4499,54.48,4.945,Solar
2017-04-01,2.4069,54.48,4.8583,Solar
2017-05-01,2.3555,54.48,4.7544,Solar
2017-06-01,2.1256,54.48,4.2905,Solar
2017-07-01,2.3519,54.48,4.7472,Solar
2017-08-01,2.7483,54.48,5.5474,Solar
2017-09-01,2.8085,54.48,5.6688,Solar
2017-10-01,2.6637,54.48,5.3765,Solar
2017-11-01,2.3466,54.48,4.7366,Solar
2017-12-01,2.325,54.48,4.693,Solar
2018-01-01,6.5842,65.47,4.4693,Solar
2018-02-01,6.5566,65.47,4.4506,Solar
2018-03-01,7.3542,65.47,4.992,Solar
2018-04-01,7.5949,65.47,5.1554,Solar
2018-05-01,7.4812,65.47,5.0782,Solar
2018-06-01,6.9607,65.47,4.7249,Solar
2018-07-01,7.8944,65.47,5.3587,Solar
2018-08-01,7.9889,65.47,5.4228,Solar
2018-09-01,8.7006,65.47,5.9059,Solar
2018-10-01,8.5404,65.47,5.7972,Solar
2018-11-01,7.3454,65.47,4.986,Solar
2018-12-01,7.2683,65.47,4.9337,Solar
2019-01-01,8.329,155.04,4.5026,Solar
2019-02-01,9.7457,155.04,5.2685,Solar
2019-03-01,8.8143,155.04,4.765,Solar
2019-04-01,9.0659,155.04,4.901,Solar
2019-05-01,9.5472,155.04,5.1612,Solar
2019-06-01,9.4416,155.04,5.1041,Solar
2019-07-01,9.8415,155.04,5.3203,Solar
2019-08-01,10.4871,155.04,5.6693,Solar
2019-09-01,11.4709,155.04,6.2011,Solar
2019-10-01,11.5419,155.04,6.2395,Solar
2019-11-01,10.8023,155.04,5.8397,Solar
2019-12-01,9.1924,155.04,4.9694,Solar
2020-01-01,12.9048,163.33,4.3728,Solar
2020-02-01,11.9005,163.33,4.0325,Solar
2020-03-01,14.2945,163.33,4.8437,Solar
2020-04-01,14.172,163.33,4.8022,Solar
2020-05-01,13.0692,163.33,4.4285,Solar
2020-06-01,14.0558,163.33,4.7628,Solar
2020-07-01,14.3881,163.33,4.8754,Solar
2020-08-01,15.789,163.33,5.3501,Solar
2020-09-01,17.279,163.33,5.855,Solar
2020-10-01,15.0084,163.33,5.0856,Solar
2020-11-01,15.0438,163.33,5.0976,Solar
2020-12-01,13.0648,163.33,4.427,Solar
2021-01-01,13.5222,225.04,4.0219,Solar
2021-02-01,13.2358,225.04,3.9367,Solar
2021-03-01,16.921,225.04,5.0328,Solar
2021-04-01,17.5746,225.04,5.2272,Solar
2021-05-01,16.0415,225.04,4.7712,Solar
2021-06-01,14.0144,225.04,4.1683,Solar
2021-07-01,16.9113,225.04,5.0299,Solar
2021-08-01,17.3019,225.04,5.1461,Solar
2021-09-01,18.2242,225.04,5.4204,Solar
2021-10-01,18.1596,225.04,5.4012,Solar
2021-11-01,15.2789,225.04,4.5444,Solar
2021-12-01,15.4346,225.04,4.5907,Solar
2022-01-01,37.5493,312.88,4.7441,Solar
2022-02-01,34.563,312.88,4.3668,Solar
2022-03-01,38.765,312.88,4.8977,Solar
2022-04-01,39.0745,312.88,4.9368,Solar
2022-05-01,34.8424,312.88,4.4021,Solar
2022-06-01,32.0595,312.88,4.0505,Solar
2022-07-01,36.1927,312.88,4.5727,Solar
2022-08-01,41.3595,312.88,5.2255,Solar
2022-09-01,40.1707,312.88,5.0753,Solar
2022-10-01,37.0514,312.88,4.6812,Solar
2022-11-01,36.6446,312.88,4.6298,Solar
2022-12-01,35.4574,312.88,4.4798,Solar
2023-01-01,54.0369,637.15,4.6577,Solar
2023-02-01,45.1489,637.15,3.8916,Solar
2023-03-01,56.718,637.15,4.8888,Solar
2023-04-01,59.6335,637.15,5.1401,Solar
2023-05-01,54.7852,637.15,4.7222,Solar
2023-06-01,54.2005,637.15,4.6718,Solar
2023-07-01,56.6542,637.15,4.8833,Solar
2023-08-01,65.113,637.15,5.6124,Solar
2023-09-01,72.5832,637.15,6.2563,Solar
2023-10-01,72.4719,637.15,6.2467,Solar
2023-11-01,61.3842,637.15,5.291,Solar
2023-12-01,60.1405,637.15,5.1838,Solar
2013-01-01,0.0,0.63,3.2,Wind
2013-02-01,0.0,0.63,2.15,Wind
2013-03-01,0.0,0.63,2.13,Wind
2013-04-01,0.0,0.63,1.66,Wind
2013-05-01,0.0,0.63,1.6,Wind
2013-06-01,0.0,0.63,1.67,Wind
2013-07-01,0.0,0.63,2.46,Wind
