Tanggal,Tahun,Bulan,Jenis_PLT,Produksi_Prediksi
2028-04-01,2028,4,PLTM,29.038965
2028-05-01,2028,5,PLTM,28.986988
2028-06-01,2028,6,PLTM,29.050833
2028-07-01,2028,7,PLTM,29.189081
2028-08-01,2028,8,PLTM,29.347982
2028-09-01,2028,9,PLTM,29.476826
2028-10-01,2028,10,PLTM,29.544207
2028-11-01,2028,11,PLTM,29.544695
2028-12-01,2028,12,PLTM,29.49259
2026-01-01,2026,1,PLTMH,21.441381
2026-02-01,2026,2,PLTMH,21.4267
2026-03-01,2026,3,PLTMH,20.076994
2026-04-01,2026,4,PLTMH,17.508154
2026-05-01,2026,5,PLTMH,15.227194
2026-06-01,2026,6,PLTMH,14.862514
2026-07-01,2026,7,PLTMH,15.629941
2026-08-01,2026,8,PLTMH,15.756148
2026-09-01,2026,9,PLTMH,16.270567
2026-10-01,2026,10,PLTMH,16.843845
2026-11-01,2026,11,PLTMH,17.175673
2026-12-01,2026,12,PLTMH,17.212162
2027-01-01,2027,1,PLTMH,17.134647
2027-02-01,2027,2,PLTMH,17.072786
2027-03-01,2027,3,PLTMH,16.956512
2027-04-01,2027,4,PLTMH,16.85274
2027-05-01,2027,5,PLTMH,16.798933
2027-06-01,2027,6,PLTMH,16.789907
2027-07-01,2027,7,PLTMH,16.800398
2027-08-01,2027,8,PLTMH,16.818014
2027-09-01,2027,9,PLTMH,16.842361
2027-10-01,2027,10,PLTMH,16.861464
2027-11-01,2027,11,PLTMH,16.87105
2027-12-01,2027,12,PLTMH,16.873077
2028-01-01,2028,1,PLTMH,16.87102
2028-02-01,2028,2,PLTMH,16.866854
2028-03-01,2028,3,PLTMH,16.862015
2028-04-01,2028,4,PLTMH,16.858444
2028-05-01,2028,5,PLTMH,16.856642
2028-06-01,2028,6,PLTMH,16.856241
2028-07-01,2028,7,PLTMH,16.85671
2028-08-01,2028,8,PLTMH,16.857616
2028-09-01,2028,9,PLTMH,16.858568
2028-10-01,2028,10,PLTMH,16.85925
2028-11-01,2028,11,PLTMH,16.859592
2028-12-01,2028,12,PLTMH,16.859663
2026-01-01,2026,1,PLTS,0.93505913
2026-02-01,2026,2,PLTS,0.90388775
2026-03-01,2026,3,PLTS,0.9148873
2026-04-01,2026,4,PLTS,0.9466785
2026-05-01,2026,5,PLTS,0.9809261
2026-06-01,2026,6,PLTS,0.9934294
2026-07-01,2026,7,PLTS,0.99355525
2026-08-01,2026,8,PLTS,0.99556166
2026-09-01,2026,9,PLTS,0.9997869
2026-10-01,2026,10,PLTS,1.0039239
2026-11-01,2026,11,PLTS,1.0067133
2026-12-01,2026,12,PLTS,1.0078453
2027-01-01,2027,1,PLTS,1.0084125
2027-02-01,2027,2,PLTS,1.0090698
2027-03-01,2027,3,PLTS,1.0097034
2027-04-01,2027,4,PLTS,1.0101728
2027-05-01,2027,5,PLTS,1.0104612
2027-06-01,2027,6,PLTS,1.0106256
2027-07-01,2027,7,PLTS,1.0107479
2027-08-01,2027,8,PLTS,1.0108547
2027-09-01,2027,9,PLTS,1.0109377
2027-10-01,2027,10,PLTS,1.0109946
2027-11-01,2027,11,PLTS,1.0110317
2027-12-01,2027,12,PLTS,1.0110574
2028-01-01,2028,1,PLTS,1.0110768
2028-02-01,2028,2,PLTS,1.011092
2028-03-01,2028,3,PLTS,1.0111029
2028-04-01,2028,4,PLTS,1.0111104
2028-05-01,2028,5,PLTS,1.0111157
2028-06-01,2028,6,PLTS,1.0111195
2028-07-01,2028,7,PLTS,1.0111223
2028-08-01,2028,8,PLTS,1.0111244
2028-09-01,2028,9,PLTS,1.0111258
2028-10-01,2028,10,PLTS,1.0111269
2028-11-01,2028,11,PLTS,1.0111277
2028-12-01,2028,12,PLTS,1.0111282
2026-01-01,2026,1,PLTS Atap,0.9601396
2026-02-01,2026,2,PLTS Atap,0.92108434
2026-03-01,2026,3,PLTS Atap,0.942041
2026-04-01,2026,4,PLTS Atap,0.9956296
2026-05-01,2026,5,PLTS Atap,1.0538611
