Tanggal,Tahun,Bulan,Jenis_PLT,Produksi_Prediksi
2028-04-01,2028,4,PLTM,29.116116
2028-05-01,2028,5,PLTM,29.116116
2028-06-01,2028,6,PLTM,29.11612
2028-07-01,2028,7,PLTM,29.11612
2028-08-01,2028,8,PLTM,29.11612
2028-09-01,2028,9,PLTM,29.11612
2028-10-01,2028,10,PLTM,29.11612
2028-11-01,2028,11,PLTM,29.11612
2028-12-01,2028,12,PLTM,29.11612
2026-01-01,2026,1,PLTMH,21.044067
2026-02-01,2026,2,PLTMH,21.363468
2026-03-01,2026,3,PLTMH,19.75211
2026-04-01,2026,4,PLTMH,17.032383
2026-05-01,2026,5,PLTMH,15.1943445
2026-06-01,2026,6,PLTMH,14.975994
2026-07-01,2026,7,PLTMH,15.526358
2026-08-01,2026,8,PLTMH,15.789235
2026-09-01,2026,9,PLTMH,16.4351
2026-10-01,2026,10,PLTMH,17.08885
2026-11-01,2026,11,PLTMH,17.403738
2026-12-01,2026,12,PLTMH,17.38392
2027-01-01,2027,1,PLTMH,17.237053
2027-02-01,2027,2,PLTMH,17.087261
2027-03-01,2027,3,PLTMH,16.893959
2027-04-01,2027,4,PLTMH,16.751999
2027-05-01,2027,5,PLTMH,16.704994
2027-06-01,2027,6,PLTMH,16.727823
2027-07-01,2027,7,PLTMH,16.776897
2027-08-01,2027,8,PLTMH,16.830091
2027-09-01,2027,9,PLTMH,16.880152
2027-10-01,2027,10,PLTMH,16.908432
2027-11-01,2027,11,PLTMH,16.912418
2027-12-01,2027,12,PLTMH,16.901346
2028-01-01,2028,1,PLTMH,16.885086
2028-02-01,2028,2,PLTMH,16.869318
2028-03-01,2028,3,PLTMH,16.85757
2028-04-01,2028,4,PLTMH,16.852718
2028-05-01,2028,5,PLTMH,16.853798
2028-06-01,2028,6,PLTMH,16.85805
2028-07-01,2028,7,PLTMH,16.86303
2028-08-01,2028,8,PLTMH,16.867212
2028-09-01,2028,9,PLTMH,16.869705
2028-10-01,2028,10,PLTMH,16.870262
2028-11-01,2028,11,PLTMH,16.869434
2028-12-01,2028,12,PLTMH,16.868004
2026-01-01,2026,1,PLTS,1.0492322
2026-02-01,2026,2,PLTS,1.0493232
2026-03-01,2026,3,PLTS,1.0444264
2026-04-01,2026,4,PLTS,1.0399674
2026-05-01,2026,5,PLTS,1.0377465
2026-06-01,2026,6,PLTS,1.0434744
2026-07-01,2026,7,PLTS,1.0541345
2026-08-01,2026,8,PLTS,1.053936
2026-09-01,2026,9,PLTS,1.0539427
2026-10-01,2026,10,PLTS,1.0544362
2026-11-01,2026,11,PLTS,1.0553423
2026-12-01,2026,12,PLTS,1.0564734
2027-01-01,2027,1,PLTS,1.0572752
2027-02-01,2027,2,PLTS,1.0574131
2027-03-01,2027,3,PLTS,1.0576041
2027-04-01,2027,4,PLTS,1.0578239
2027-05-01,2027,5,PLTS,1.0580322
2027-06-01,2027,6,PLTS,1.0581958
2027-07-01,2027,7,PLTS,1.0582963
2027-08-01,2027,8,PLTS,1.0583532
2027-09-01,2027,9,PLTS,1.0584086
2027-10-01,2027,10,PLTS,1.058457
2027-11-01,2027,11,PLTS,1.058495
2027-12-01,2027,12,PLTS,1.0585225
2028-01-01,2028,1,PLTS,1.0585415
2028-02-01,2028,2,PLTS,1.0585558
2028-03-01,2028,3,PLTS,1.0585679
2028-04-01,2028,4,PLTS,1.0585774
2028-05-01,2028,5,PLTS,1.0585845
2028-06-01,2028,6,PLTS,1.0585897
2028-07-01,2028,7,PLTS,1.0585938
2028-08-01,2028,8,PLTS,1.0585968
2028-09-01,2028,9,PLTS,1.0585994
2028-10-01,2028,10,PLTS,1.0586011
2028-11-01,2028,11,PLTS,1.0586025
2028-12-01,2028,12,PLTS,1.0586035
2026-01-01,2026,1,PLTS Atap,1.1290101
2026-02-01,2026,2,PLTS Atap,1.1428567
2026-03-01,2026,3,PLTS Atap,1.1328225
2026-04-01,2026,4,PLTS Atap,1.1116675
2026-05-01,2026,5,PLTS Atap,1.0855595
2026-06-01,2026,6,PLTS Atap,1.077557
2026-07-01,2026,7,PLTS Atap,1.0834994
2026-08-01,2026,8,PLTS Atap,1.0817974
2026-09-01,2026,9,PLTS Atap,1.0795829
2026-10-01,2026,10,PLTS Atap,1.07772
2026-11-01,2026,11,PLTS Atap,1.0765829
2026-12-01,2026,12,PLTS Atap,1.0763009
2027-01-01,2027,1,PLTS Atap,1.0762535
2027-02-01,2027,2,PLTS Atap,1.075995
2027-03-01,2027,3,PLTS Atap,1.0757916
2027-04-01,2027,4,PLTS Atap,1.0756612
2027-05-01,2027,5,PLTS Atap,1.0755916
2027-06-01,2027,6,PLTS Atap,1.075558
2027-07-01,2027,7,PLTS Atap,1.0755317
2027-08-01,2027,8,PLTS Atap,1.0755064
2027-09-01,2027,9,PLTS Atap,1.0754896
2027-10-01,2027,10,PLTS Atap,1.0754791
2027-11-01,2027,11,PLTS Atap,1.075473
2027-12-01,2027,12,PLTS Atap,1.0754689
2028-01-01,2028,1,PLTS Atap,1.0754658
2028-02-01,2028,2,PLTS Atap,1.0754635
2028-03-01,2028,3,PLTS Atap,1.075462
2028-04-01,2028,4,PLTS Atap,1.0754611
2028-05-01,2028,5,PLTS Atap,1.0754604
2028-06-01,2028,6,PLTS Atap,1.07546
2028-07-01,2028,7,PLTS Atap,1.0754596
2028-08-01,2028,8,PLTS Atap,1.0754594
2028-09-01,2028,9,PLTS Atap,1.0754592
2028-10-01,2028,10,PLTS Atap,1.0754592
2028-11-01,2028,11,PLTS Atap,1.0754591
2028-12-01,2028,12,PLTS Atap,1.0754591
