Jenis_PLT,RMSE,MAE,MAPE
PLT Hybrid,0.03858876401420524,0.029576762155326203,12.780495239072174
PLTS,0.2390736947587924,0.18901292007309978,19.070089919666575
PLTS Atap,0.2828062316998342,0.23869749616208905,26.0096435099554
PLTMH,4.193112521749431,3.558781748170979,21.297658498682594
PLTM,7.569631223315393,6.586559462298585,22.003054998541348
PLTA,8.164046500966608,6.919702756903075,21.410420800048932
PLTB,16.633873653145404,12.620089114287927,20.516008615699878
