Jenis_PLT,RMSE_Baseline_Val,MAE_Baseline_Val,MAPE_Baseline_Val,RMSE_FineTuning_Val,MAE_FineTuning_Val,MAPE_FineTuning_Val,RMSE_Iterasi1_Val,MAE_Iterasi1_Val,MAPE_Iterasi1_Val,RMSE_Iterasi2_Val,MAE_Iterasi2_Val,MAPE_Iterasi2_Val,RMSE_Iterasi3_Val,MAE_Iterasi3_Val,MAPE_Iterasi3_Val
PLT Hybrid,0.03382627101938902,0.028172479521672567,12.695346339851973,0.02107435888705585,0.020326824438016255,9.505302557103002,0.035085449551409506,0.026723480673075357,11.760151400643071,0.011132827383171583,0.011110061519958497,5.722467274881282,0.0346569545530821,0.027580456387441,12.272020548499196
PLTA,6.471617727824092,5.389304279029947,15.624561431367479,1.679511690187667,1.0840577564225253,3.2311747221639755,1.7751834079137296,1.219717292148437,3.6867107297360744,11.94102837616137,11.891875390263671,34.273909855213425,1.7279841263453593,1.114018388746744,3.3429979022259486
PLTB,5.2732961031735535,4.532733252360025,9.963435449908935,17.104764003572452,16.117678313929037,38.91681905653619,16.995174355577465,16.003023772913412,38.648667824977665,19.51089840531048,19.510864704990233,48.72944060298102,16.995718690893668,16.003330220260416,38.64956469842845
PLTM,6.567470387868784,5.3495783360937486,16.36197889720061,1.997268650370242,1.8968805821874983,6.499267559745293,1.9934284407372818,1.9002991867203758,6.485586721284485,7.975399294287762,7.9711620138330055,24.42748280465392,1.9907071271422534,1.881546770745441,6.464117438490577
PLTMH,4.533628472640303,4.057378429404298,20.947881459314587,2.2192630410911476,2.1738764228735357,11.721107263141768,2.4984149340562585,2.4508126360489917,13.17090139745932,9.032708460680908,8.992900156385499,45.397361484988565,2.6016506514600564,2.554803190858562,13.721419110578845
PLTS,0.06612974547092092,0.056208356124460845,6.7070966011596695,0.11649254952200255,0.09680607309172566,12.191918082650744,0.11485971902645656,0.09402570233602907,11.90767237902051,0.0658492345174338,0.06582680857473755,8.786247935624182,0.11421724379252614,0.09477115065087889,11.93570590584761
PLTS Atap,0.18104322645346796,0.16113995539638268,13.876123020700282,0.18629681704134204,0.1670172117898153,14.438348135989331,0.47054119067444106,0.4378505807898458,35.47076643896369,0.10923597211786405,0.10918087176333624,9.951562181410335,0.32716006408504605,0.27972823995173135,22.07502801391551
